,sentence,intent,action,scenario,labels
3250,"On XXXX/17 I payed in full the {$180.00} owed. I have contacted them several times asking when it would be removed from my credit report, they stated 30 days however it is now going on 36 days and still has not been removed. I spoke to a 'supervisor ' and was informed that it will be removed the first week in XXXX. Why do I have to wait this long for it to be removed if I have paid in full and settled it over 30 days ago?",qa_accounts,asccounts,qa,0
3251,"I have recently been informed that there is negative information reported by TransUnion, for a debt/charge off for {$6800.00}. from XXXX ''. I sent XXXX, ( who TransUnion reports as there CEO ) a certified letter via USPS requiring a signature, requesting "" verification '' pursuant to the "" Fair Debt Collection Practices Act of this "" debt/charge off for {$6800.00} from XXXX '' Verification meaning competent evidence bearing my signature. TransUnion received my letter on XX/XX/2017. In my letter I requested for them to remove this "" debt/charge off for {$6800.00}. from XXXX '' from my report if they could not provide me with competent verification with my signature. I want this "" debt/charge off for {$6800.00}. from XXXX '' removed. TransUnion did not provide me with any competent verification of this "" debt/charge off for {$6800.00} from XXXX '' bearing my signature.",qa_accounts,asccounts,qa,0
3252,"On my credit report it has an address listed that I have never lived nor have I ever been to that state. And another case where I have a misdemeanor under my name. My wallet was stolen from me in 2007, please give me some advice as to how can I remove this from my report.",qa_accounts,asccounts,qa,0
3253,"They have reported on my credit report XXXX accounts that are still open and not showing paid. XXXX for Synchrony Bank/Care Credit and the other for XXXX XXXX XXXX. XXXX have been paid, Care Credit XX/XX/XXXX and XXXX XXXX XX/XX/XXXX.",qa_accounts,asccounts,qa,0
3254,I applied for a charity assistance with this debt twice with XXXX and was still sent to collections,qa_accounts,asccounts,qa,0
3255,"I was actually in a treatment program for XXXX in XXXX, Ky which I successfully completed. We were told that we could go to the school of XXXX in XXXX and the cost would be covered since we were in the XXXX program at the XXXX XXXX in XXXX, KY. I have successfully completed that program and have been XXXX for over eight years. I just want to get this debt off of my credit report at all XXXX agencies. Any help you can give me would be greatly appreciated. 
Thanks, XXXX XXXX XXXX XXXX",qa_accounts,asccounts,qa,0
3256,"On XXXX XXXX I received the first collection letter from Central Credit Services LLC located at XXXX XXXX XXXX XXXX XXXX XXXX MO XXXX with the phone ( XXXX ) on behalf of the creditor XXXX XXXX XXXX, for a debth ( {$230.00} ) which I do not recognize and does not belong to me.",qa_accounts,asccounts,qa,0
3257,"XXXX is presented as a collection company, but is in fact the primary billing agency for XXXX. After having 'XXXX ' and being billed, I tried to find ( going from department to department ) a way to pay the hospital directly and was told to contact XXXX . I paid monthly installments for this medical bill until it was paid in full and they stopped sending invoices, only to find out that they backdoored my perfect credit standing. This was for sudden XXXX. My excellent ( check the history ) credit status should be restored immediately.",qa_accounts,asccounts,qa,0
3258,"AES -XXXX. After 5 yrs of getting a steady paycheck after graduation I became XXXX. I talked to AES in regards to the program they have called "" Long Term Payment Modification '' submitted all the application around XX/XX/XXXX and we went back and forth sending other information they needed, I submitted copies of my tax returns to justify how my income decreased and also submitted the consignor release form. I kept calling them weekly to confirm what information they exactly needed, the last time I talked to them they told me the only document I needed to resend was my XX/XX/XXXX tax returns and within 10 business days I would know if my application was approved. XX/XX/XXXX, I get an email saying my application has expired and I have to submit everything again. I look over the application documents there is no deadline, I am not sure how they decided my application out of nowhere expired? I need help, another of the clauses says the loans have to be current and with no late payments for the application to be accepted I cant keep up with the payments unfortunately and will be in default soon.",qa_accounts,asccounts,qa,0
3259,"Navient claims that they had called me several times. After calling my parents who gave them the correct number to call they then began to call anyone who seemed to be related to me. Then today after I 've told them before not to call me at work, they did. I can get fired for handling personal calls at work. The man I spoke to was rude and threading. While the company is opened until XXXX they told me I had only until XXXX to speak to him. After multiple times of repeating myself, I 'm now reporting them because I 'm sure they are doing this to others as well. My other problem is that this man says his name and then straight up asks for my social security number. With this day in age, how do I know who they are. I 'm not going to assume that they are who they say they are just because. Navient has also threatened action on my father. On multiple occasions I 've tried to work with them but they are nothing but awful and mean.",qa_accounts,asccounts,qa,0
3260,"Someone unknown to me used this credit card for a period of about 1 month. The issuer had notified me that they were discontinuing the service and I. 

When I received a statement reflecting charges I contacted the bank by phone, told them I had discarded the card and that the charges were not mine. 

Since then I have not received a response from the bank but continue to receive statements and numerous threatening phone calls. I 'm a XXXX senior ( XXXX ) on a fixed income and the continuing harassment is taking it 's toll on my well being and state of mind.",qa_accounts,asccounts,qa,0
3261,"To : XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX, IL XXXX : XXXX XXXX XXXX XXXX Santander Consumer USA XXXX FILE # XXXX $ XXXX XXXX XXXX ; You, XXXX XXXX , and Santander Consumer USA are hereby notified under provisions of Public Law95-109, Section 805-C, the Federal Fair Debt Collection Practices Act, to hereby CEASE AND DESIST inany and all attempts to collect the above alleged debt, to which I am disputing that it is not a valid debt. 
Your failure to do so Will result in charges being filed against you with the State and Federal Regulatoryagencies empowered with enforcement. 
Please be further warned that if Any derogatory information is placed on my credit reports after receiptof this notice, it too, will result in action being taken against you. I have enclosed a copy of a previouscorrespondence to Santander USA regarding the above alleged debt, dated XXXX XXXX, XXXX. 
PLEASE GIVE THIS MATTER THE ATTENTION IT DESERVES. 

To : XXXX XXXX XXXX XXXX XXXX, XXXX account : XXXX XXXX # XXXX am receipt of a collection letter from your company, stating that you are attempting to collect a debtfor XXXX. I am responding to your letter and am notifying you that I am disputing thevalidity of this debt of {$13000.00}. 
First and foremost, XXXX XXXX charged off my auto account when I fried Ch.XXXX Bankruptcy XXXX. My auto account was current prior to me filing XXXX, and after XXXXcharged off myaccount as bad debt, they sold the account to Santander USA XXXX. 
Santander USA could not contact me because I was under CH. XXXX Bankruptcy protection, and I wasn'taware that my auto account had been sold until my Ch. XXXX case got dismissed on XXXX/XXXX/XXXX. Nowbefore my case got dismissed, I paid a total of {$1800.00} to the Ch. XXXX XXXX XXXX XXXX. 
After my case was dismissed, Santander Consumer USA contacted my Attorney, XXXX XXXX XXXX XXXX, stating that they are now the owners of the account and requested that Ipay the full balance of the auto finance account of {$25000.00} or they are going to repossess the car. XXXX . 
XXXX asked Santander Consumer USA would they accept four ( 4 ) months of payments that I paidinto the Ch. XXXX Trustee account, and allow me to resume making my monthly payments of {$550.00} permonth. They told him no, they want the {$25.00}, XXXX or the car. I attempted to negotiate with them myself, but to no avail, my attempts were unsuccessful. 
So prior to delivering the car to my attorney 's office for repossession, I had to scramble and find a cheapvehicle to get around in because that was the only car me and my family had. {$0.00} after finding a cheapvehicle, I delivered the vehicle to my attorney 's office for repossession. Santander Consumer USArepossessed the vehicle, a XXXX XXXX XXXX with XXXX miles. 
Now here is the ironic part of the entire situation. XXXXdischarged my account as bad debt while underCH. XXXX, and sold the account to XXXX XXXX XXXX. XXXX repossessed the vehicle after mycase got dismissed on XXXX/XXXX/XXXX, and out of the {$1800.00} I paid into the CH. XXXX Trustee account, XXXX XXXX XXXX was disbursed {$1200.00}, not Santander Consumer USA. 
I have spoken to Santander Consumer regarding this account, which they are the owners and not XXXX. 
They billed me for {$8000.00}, the difference of what the vehicle was auctioned off for. I did respectfully ask Santander Consumer USA to provide me in writing what the was auctioned off for. While speaking with them, I also was offered to settle the account for {$2000.00}. I responded by asking could you provide that offer in writing. Till this day, I have n't received written proof that the vehicle was a",qa_accounts,asccounts,qa,0
3262,"I was a victim of identity theft. I have accounts on my credit that do not belong to me, i spoke with transunion they instructed me to get a police report and send it in to them, I did so. Transunion deleted only some of the items and then reinserted them, they are also reinserted without any payment information, open and closing information for me to use in a new police report. i called and spoke to them they told me to resend info and i did so. They are not deleting the information or even acknowledging the police report. I have submitted identity theft information 3 times with the credit bureau to no avail.",qa_accounts,asccounts,qa,0
3263,"On XX/XX/XXXX I pulled my Equifax Credit Report and noticed an account XXXX Account # XXXX on my report. On XX/XX/XXXX I disputed the information, XXXX Account # XXXX by sending a certified letter ( see attached ). I pulled my report several times after and the item was removed as evidenced in reports dated XX/XX/XXXX and XX/XX/XXXX. On XX/XX/XXXX I received a credit alert and when I pulled my credit on XX/XX/XXXX discovered that Equifax had reinserted the debt! I was quite alarmed. This is a violation o the FDCRA and I need your help. Please know that I filed a similar complaint with you on XX/XX/XXXX Case Number:XXXX as Equifax did the same thing to me once before and they immediately deleted it. Clearly, they are willfully and maliciously sabotaging my credit report. I am asking that you to please help me. Please see all the attached proof.",qa_accounts,asccounts,qa,0
3264,"XXXX Bank is systematically discriminating against the XXXX, XXXX and the poor. Whenever they reduce your credit limits on credit cards that have never had a late payment and are in good standing it drastically affects and lowers your credit score through no fault of the consumer. How it works is XXXX. XXXX reduces your credit limit ( normally down to your current balance ). The cause and affect is the XXXX main credit repositories now lower your score due to higher credit utilization. The credit repositories like to see credit utilization of 40 % or less. If you had a XXXX with a {$2000.00} credit limit and a {$1000.00} balance your credit utilization would be 50 %. By XXXX Bank reducing your credit limit to {$1000.00} the credit utilization is now 100 % and your credit scores get hammered through no fault of your own. THIS NEEDS TO STOP. Contact the Consumer Financial Protection Agency at XXXX It, by design, heavily discriminates against the XXXX. Also share your stories here so that I can share them with XXXX XXXX XXXX, the lead architect of the Consumer Financial Protection Agency. Please send me your stories, if we can get enough stories like this we can ask for a class action lawsuit against XXXX Bank and others like XXXX Credit. 

Additional complaints : I had my XXXX credit card for years with XXXX and no issues. My account is well under the limit and current. I just received a notice that on my little {$300.00} card, they are lowering my limit to {$200.00}. Was this {$100.00} security so important to this organization? This makes me angry for two reasons : ( 1 ) I was current and well under limit yet they ran my credit ; and ( 2 ) their website has so many problems, I received XXXX copies of a message I was unable to access until XXXX days after they sent it only to get the canned response to the email I took time to write. I have written XXXX corporate. They should know that XXXX Bank obviously does not match the XXXX customer service ideals. 

Additional Complaints : I had my XXXX credit card for years with XXXX and no issues. My account is well under the limit and current. I just received a notice that on my little {$300.00} card, they are lowering my limit to {$200.00}. Was this {$100.00} security so important to this organization? This makes me angry for two reasons : ( 1 ) I was current and well under limit yet they ran my credit ; and ( 2 ) their website has so many problems, I received XXXX copies of a message I was unable to access until XXXX days after they sent it only to get the canned response to the email I took time to write. I have written XXXX corporate. They should know that XXXX obviously does not match the XXXX customer service ideals. 

Additional compalints : I HAD a card for XXXX 's, through XXXX Bank. I was NEVER, EVER late. Paid off my balance to XXXX. A year ago they reduced my credit limit with no reason or letter explaining why, and then yesterday I get a letter that was dated back in XXXX XXXX just now getting it in XXXX XXXX, stating because of things found in my credit report they are closing my account! WHAT?!!! They claimed they used XXXX XXXX and they provided my credit score in the letter and the score was XXXX. I even went back to my credit score via XXXX XXXX for the past XXXX months and I have no idea where they got their number from. They were off by almost XXXX points! 

I am so upset. You work hard to maintain your debt you have with lenders and they just up and close your account? I need to know who can I go to, to report this? The irony of this all, I have another XXXX cards that are through XXXX Bank and they are still open, with always increasing credit limits, that I am never aware of until I happen to check. Something is fishy and wrong with this bank and their practices. I need help!",qa_accounts,asccounts,qa,0
3265,"Allied collection services ( ACSI ) harassed me by calling repeatedly often times back to back. 
I spoke with XXXX at ext XXXX today and was told, "" my account will be reported as delinquent to the credit bureaus TODAY. '' I asked her how she knew for sure and she told me that because my account was with them for 30 days, it could report any/ each day. When I asked if I could make a payment free of charge, she said no. When I asked if I could pay sprint directly, she said, "" no you can not pay them because they can no longer access your account. '' When I asked if I could mail in a payment, she told me to mail it to XXXX directly. I questioned her about her contradiction and was told that they could abrupt my payment, but I could not pay them directly. I asked for an address to send a money order again and was given a general address for ACSI. 
Upon hanging up with XXXX, I immediately called sprint directly, spoke to an agent and made my payment. That agent assured me that the payment info would cancel ACSI 's collection attempts. ACSI/XXXX egregious and belligerent lies and tactics are completely unacceptable! They should be fined for such behavior or at the very least, we as consumers should be afforded some kind of recourse against this disturbing behavior demonstrated by allied collection services Inc",qa_accounts,asccounts,qa,0
3266,This company is harassing me and trying to force me to pay a old debt that has been paid off,qa_accounts,asccounts,qa,0
3267,I have never had a XXXX account and it is showing up on my credit report. The credit card was opened because I was XXXX so I could not have opened a credit card.,qa_accounts,asccounts,qa,0
3268,"Experian report number : XXXX, per the credit report the following accounts were supposed to be deleted in XXXX 2016. Per checking on the Experian website on XXXX/XXXX/16, the following accounts are still appearing : XXXX XXXX {$990.00} XXXX- {$14000.00} XXXX- {$17000.00} XXXX- {$26000.00} XXXX- {$25000.00} XXXX- {$4600.00}",qa_accounts,asccounts,qa,0
3269,"The debt for XXXX college through the collections agency williams and fudge has never been validated. This account has been removed and readded TWICE without any notice to me, as well as no validation of the account sent to me at all. The collection agency has my phone number, home address and email address and has never notified me of readding this account. I want this account removed for good and blocked from ever being readded as they have broken FCRA laws while trying to collect an unverified debt and ruining my credit worthyness under false and inaccurate information.",qa_accounts,asccounts,qa,0
3270,"ATTN : XXXX Department I am sending this notice of dispute pursuant to the Fair Credit Reporting Act ( FRCA ), section XXXX, subsection ( XXXX ) ( D ) XXXX ( XXXX ) ( XXXX ). The specific information under dispute is the derogatory nature. I am requesting the verification to follow reasonable procedures to assure maximum possible accuracy of the information on my credit report. So I am requesting you verify the items I am disputing at a higher standard than a third-party database E-Oscar search. Please also notify the source, who reported the item within 5 days after receiving this dispute, and obtain either verbal or hand written verification directly from a person at that. 
Verify with that person my full name, address, date of birth, social security number, status, and amount if any of that information is inaccurate or can not be verified, then entire item is unverifiable. 
When you finish your investigation, please give me the name, address, and, telephone number of the person at the source you contacted. 
I will expect you to notify me the results of your investigation within XXXX business days from the completion of your investigation. In addition, I will expect you to complete your investigation within 30 days from the date you receive this dispute or the item being disputed will be unverifiable. 
The items that appear on my credit report as : XXXX. ACCOUNT NAME : XXXX ( XXXX ) ACC BAL : {$620.00} This account is duplicate with multiple listing as open error please delete inaccurate. 
XXXX. ACCOUT NAME : FIRST PRMEMIER ( XXXX ) XXXX BAL : {$680.00} This account was charged off listed with wrong balance please delete error XXXX. ACCOUNT NAME : XXXX ( XXXX ) ACC BAL : {$460.00} no proof of contract collection trans error please delete. 
This account is duplicate listed multiple times.",qa_accounts,asccounts,qa,0
3271,"I have been taken to court ( 3 appearances since XXXX XXXX ) by Blitt and Gaines PC on behalf of a XXXX XXXX. I initially requested a hardship consideration as my house had just burned down and I was not prepared to have to answer to this. I have not heard anything from them in regards to this, and after the 2 appearance, I sent them an email requesting documentation of this debt and have not heard anything. At my last appearance they said they are still working on it. I emailed them again and still have no response. My credit report shows the last payment on this account was in XXXX XXXX, which I believe is past the statute of limitations and this should be dismissed. The name on their account is XXXX XXXX ( previously married name )",qa_accounts,asccounts,qa,0
3272,"Recently, I have been receiving information from my financial accounts - banks and credit card companies - that there have been several new delinquencies reported on my credit report that could possibly be frauds. Also, just recently, I have been receiving letters from Portfolio Recovery Associates , LLC. and other recovery companies about delinquent accounts. 

These delinquent accounts are not mine. I have several credit accounts and they are all paid on time. My credit score has fallen dramatically because of these erroneous reports. 

What recourse do I have to resolve this matter?",qa_accounts,asccounts,qa,0
3273,"XX/XX/XXXX I changed companies. My old companies health provider was XXXX XXXX and my new Health Provider was XXXX. XXXX when I want XX/XX/XXXX to XXXX I gave XXXX XXXX my new XXXX XXXX information. XXXX XXXX mistakenly billed XXXX XXXX for the XXXX and they paid it although I wan no longer a member. 
XX/XX/XXXX I received a letter from XXXX fomenting payment for {$330.00} for my prescription. I called them up and asked them why there not requesting payment from XXXX XXXX and they said because I XXXX. I called XXXX XXXX and they said that this type of mistake was common and that they would just "" reverse '' the charges and bill XXXX. this week I received a letter from a Bill Collector the XXXX hired to collect this dept. 

I do n't feel that this is my dept. I paid XXXX XXXX my {$25.00} CO-Payment and my business transaction was with them and I had no transition with XXXX but now my good credit is in trouble because this debt has gone into collection. 

This is another case of BIG BUSINESS squeezing the working man. 

Please help me. 

My Name is : XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX DOB XX/XX/XXXX SS # XXXX XXXX Contact : XXXX @ XXXX / ID # XXXX XXXX XXXX Contact : XXXX @ XXXX Collection Agecny : XXXX / case # XXXX",qa_accounts,asccounts,qa,0
3274,"My son attended XXXX University XXXX I was remarried to a man who was not helping me pay for my son 's college. But the financial aid department ignored my letter stating this fact and included his income in determining my son 's financial aid my son took some loans in his own name and I unfortunately took Parent Plus Loans. This being said my son went to XXXX school and took loans for that too so therefore he can not help me. When Navient had my loans at XXXX at a good interest rate of 2.5 % XXXX at the horrible rate of 8.5 % when I told them I could not afford the payments of over one thousand dollars a month for these loans they suggested forebearance and of course interest accrued on these loans. When I came off forebearance I consolidated the XXXX loans at 8.5 % the first year the put me in a pay as you earn payment plan to be revisited each year with that plan the loan were affordable. When it was year two I had to send my tax returns in and my payment went up drastically when I called for an explanation I was told they made a mistake the previous year that Parent Plus loans do not qualify for Pay as You Earn Repayment Plans only Income Based Repayment Plans. They said based on my Tax return I could afford the payment ... ..they do n't consider all my bills. I have already been in debt management after divorcing the man who ruined me financially. My first husband died at a very young age leaving me to raise my son and my XXXX daughter alone. That is why I went for the loans to give my son the best education I could, not realizing what those loans were actually going to do to me.",qa_accounts,asccounts,qa,0
3275,They ran my credit with out my authorization.. I have sent them letters numerous times and no response,qa_accounts,asccounts,qa,0
3276,"Called the company trying to negotiate a payment plan/lower bill. After speaking to the person from the company I was told I needed to pay XXXX dollars a month. I responded with "" I am not able to pay that, I have XXXX kids. '' After a lot of bickering from the representative I was then told that "" you are now on a list of people who refuse to pay their debts '' and was immediately hung up on.",qa_accounts,asccounts,qa,0
3277,"Someone wrote a bad check in my father 's name to a company called XXXX XXXX XXXX. By me being a "" XXXX '' the company reported the discrepancy on my credit. I DO N'T DRIVE!! I do n't even have a car. I talked to the reporting company but they wo n't do anything to help me. How can I get this resolved? I 'm in the process of repairing my credit. I know I have debts that are my doings but this is not one of them. Thank you.",qa_accounts,asccounts,qa,0
3278,"They had been called at any time and any days including weekends. 
This bills should have been paid by my insurance.",qa_accounts,asccounts,qa,0
3279,"I attended XXXX which is located in XXXX, i was told i would find a job easily after graduation but the reality is that career representatives will push job leads requiring 4 to 6 years experience so i would wonder why??? The curriculum was out of order. Some classmates were denied education due to late payments. So now i have a minimum wage job to get me by in life while i have to pay student loans for an education that im not using.",qa_accounts,asccounts,qa,0
3280,"I have tried to find the culprit who has made the phone account after I had attempted to call them about it. They said it was made in 2015 but I have not made an account for verizon. My phone at the time was a pay by use type of phone, no contract. The company was XXXX. So when I could not find who could have done this I tried to dispute it online but that did not work. I had received a bill yesterday asking me to pay half of the cost of the collection but I do not see a reason to pay something that I did not make in the first place. I am a service member and I would like to end this as soon as possible that way my home buying wo n't attempts wo n't be jeopardize because of this collection.",qa_accounts,asccounts,qa,0
3281,Ive been working with a company called AES to help with my student loan paymebts to keep them current. I understand that my {$85.00} a month isnt going to make a dent in my XXXX student losn debt but i just found out that money hasnt even been applied to the loan then they offered me a student debt forgiveness program {$40.00} a month instead of {$85.00} and after 20 years of these payments the remainder of my debt will be forgiven?? Why cant i pay {$85.00} and make it 10 years or {$160.00} and make it 5 years why do i need that debt hanging over my head for 20 years when i couldnt even get a job paying XXXX a year???,qa_accounts,asccounts,qa,0
3282,I have multiple collection agency reports on my credit report from XXXX and enhanced recovery company which I have never personally opened accounts with. They have increased up to {$640.00} which is recorded as a cable/cellular service which I have never subscribed to. I want this record off of my credit report as it is damaging to my character and I did not authorize these accounts. They show up on my report as early as XX/XX/2016 and I know for a fact I have never opened any cellular or cable accounts in that time.,qa_accounts,asccounts,qa,0
3283,"I paid off this debt from Doctors care. I went on the website and paid the balance in full. While they took it off my XXXX credit report, they have left it on my XXXX report.I contacted the AMCOL and faxed them the receipt showing I paid the account in full. I was told they were sorry and would update the account. However, they have n't updated the account.",qa_accounts,asccounts,qa,0
3284,"I 've have disputed this a few times and have provided Equifax supporting documents to clear this from my credit report. I 've attached my 2009 tax return regarding this tax lien that was file against me. 

Respectfully, XXXX XXXX XXXX",qa_accounts,asccounts,qa,0
3285,They charge me to much when I went to the school and then they send my information to another company now in my credit report it show I was charged 4 times,qa_accounts,asccounts,qa,0
3286,"Majority of delinquent accounts occurred over 7 years ago. All current accounts are paid on time etc. I thought delinquent accounts stay on credit report for a maximum of 7 years. I am trying to be a first time home buyer and now have been on the job for 3 years and earn XXXX a year. I have almost XXXX in assets and ca n't get an FHA loan because my credit score is XXXX and not XXXX. I would like to use more colorful words to describe this, but I do n't want to offend anyone.",qa_accounts,asccounts,qa,0
3287,"I am a co-signer on a private loan my son has. It went into default, I was never notified about the default, no calls no mail until a XXXX Envelope this date. Three months and NAVIENT reported her late and in default. How can they do this without contacting her to cure the problem. This totally killed our refinance we are working on for our home. I talked to a Rep at NAVIENT and he told me to write to them to get this corrected. That will take us into XXXX, The loan as of this date was made current by myself.",qa_accounts,asccounts,qa,0
3288,"I attended XXXX University trying to earn my XXXX degree in XXXX with my last registered class XX/XX/XXXX. I became unable to work XX/XX/XXXX. XX/XX/XXXX, Social Security formally approved my permanent XXXX. I am unable to work, unable to complete my XXXX, and unable to pay for the school loans. XXXX approved the attendance and financing. I was unaware that I reached individual federal maximum loan amounts. XXXX began sending me late payment notices. I contacted XXXX finance dept, explained what was happening with my health and medical XXXX. To this day, I have requested assistance due to my inability to pay to Williams & Fudge. XXXX approved the XXXX XX/XX/XXXX and i am no longer paying on my federal student loans. Can you help facilitate the conversation? The reps I 've worked with have become rude and after explaining my situation, I was not heard and told to pay no matter what. I informed them that I am mentally XXXX and that they were talking loudly and rudely. I have not picked up their calls since and now reaching out to you.",qa_accounts,asccounts,qa,0
3289,"On XXXX/XXXX/XXXX XXXX admitted they open a claim up on me in error, it been affecting me getting homeowner insurance and have my rate extremely high to do damaging my XXXX report, which a clear violation of FCRA which is govern by FTC. Foremost send me a letter out admitting it was a error, but XXXX failed repair to reporting on his XXXX report its been 18months of get denied and being embrass because denial. In XXXX XXXX XXXX XXXX place XXXX claim on my history and a XXXX and XXXX on my file in XXXX XXXX and XXXX XXXX these claim were only supposed to be XXXX claim which Texas Insurance Commission agree via by accept my complaint against XXXX XXXX. Only XXXX claim was filed which was XXXX XXXX XXXX and since I filed a claim which insurance commission it was a tactic to make me pay higher rates or be denial coverage.",qa_accounts,asccounts,qa,0
3290,". I have tried to have the following item investigated by Experian. However, Experian, is NOT conducting a proper investigation. They keep reporting item belongs to me. XXXX CREDIT CARDAccount Ending : XXXX have received a letter which is attached from XXXX Bank which clearly states this was NOT my account. However, Experian refuses to conduct a proper investigation. 
Account nameXXXX/XXXXXXXX XXXX XXXX, FL XXXX XXXX XXXX identification XXXX XXXX .... 

Recent balance {$0.00} as of XX/XX/XXXXStatusClosed. {$240.00} written off. 

Date openedXXXX/XXXXDetailsNot mine or No knowledge of accountYou have previously disputed this item. Pursuant to Section 611 ( a ) ( 3 ) ( A ) of the Fair Credit Reporting Act, we will not process a duplicative dispute. If you have new or different information that is relevant to your dispute, you can upload supporting documents by using the button below. Alternatively, you can add a statement to this item or cancel your request below. You may also wish to contact the data furnisher of this information regarding your dispute. 
You may also submit supporting documentation for your disputes at",qa_accounts,asccounts,qa,0
3291,I pulled up my annual credit report and noticed an address and aliases I have never used. I have never lived in Kentucky nor have I ever used an alias.,qa_accounts,asccounts,qa,0
3292,"I applied for a student loan consolidation product from Common Bond. I have excellent credit and always pay my current bills on time with no trouble. I 'd like to take advantage of lower rates in the current marketplace. Common Bond 's marketing products suggested that a cosigner would help me get a "" better '' rate. Common Bond 's advertising materials made me feel as if I would be eligible for a good rate based on my excellent credit, good income, and good payment history. Additionally, my husband would have been happy to cosign. 

When I finished the application, I was told that I need a cosigner with an annual income of {$80000.00} to qualify for any loan. This requirement came AFTER Common Bond pulled my credit report, and Common Bond made no previous mention of requiring a cosigner with such a high income. 

I feel that this is a deceptive marketing practice and it unfairly limits my access to credit. Common Bond has wasted my time and potentially damaged my credit report. I have made payments on my current student loans for three years with no problems, and feel that I should qualify, especially because student loans with lower interest will be even easier to pay.",qa_accounts,asccounts,qa,0
3293,"This is a follow up from a previous complaint to insure proper, final resolution. 
Please find enclosed documentation from XXXX XXXX XXXX regarding a long disputed account I 've had with them. This account has been misreported in recent years by them and subsequently the credit bureaus, which has harmed my ability to obtain credit. 
I 'd like to address XXXX issues that should be updated and corrected per the information contained in the BofA letter. Due to my multiple disputes throughout this year, it appears the account has been repeatedly updated to reflect it as charged off but appearing to be something that is newly reported when in fact it was charged off XX/XX/2012. There should be no other charge off information noted to the account other than XX/XX/2012. Additionally, the letter clarifies that there is no balance owed ( this has long been reported with a balance of {$21000.00} ). 
It would appear that because of these continual challenges and "" updating '' that the account event status was reported as recent and not when originally occurred ( XX/XX/2012 ). It would appear that this has had a direct impact on my reduced FICO scores since I have no other recent derog credit, my current account balances have been dropping and all of my payments have been made on time. Please research this as well and make any account updates necessary to restore the accuracy of when events with this account took place ( charged off XX/XX/2012 and not recently as well as {$0.00} balance owed ). Thanks",qa_accounts,asccounts,qa,0
3294,"I have a man named XXXX calling from Worldwide Recovery stating he has is an attorney trying to hand me a summons at my home because of a criminal case I am named in. He said that a company has hired them to deliver the legal papers to go after me with a sheriff going to be sent to my home. He kept wanting to verify my social, and got very angry when I would not, i told them they have harrased me before, saying a sheriff would be at my house and bring me in if I did not set up an automatic payment with them, in regards to my XXXX XXXX account ( the original creditor ), they said if i did not pay today it would be out of their hands and the sheriff would be coming to my house for their client. He then started to state all my personal information that he could not have unless he pulled up my credit report which he had no authorization to do. I am not scared because I have dealt with them before, and i told him he was misrepresenting himself, he is not a lawyer he is a debt collector and he hung up on me, now I have this new guy XXXX calling and threatening me, I told them specifically do not call me back ever again, and they do every day.",qa_accounts,asccounts,qa,0
3295,XXXX XXXX XXXX is reporting negatively on my credit report XXXX XXXX XXXX is reporting negatively on my credit report and I was n't aware of the reporting until I checked my credit report and saw it. I have n't received any type of bill or notification of the past due amount but yet the company felt the need to report it negatively on my credit.,qa_accounts,asccounts,qa,0
3296,"TransUnion keeps changing my social security number on their file. This has been going on since XXXX 2013. I send them copies of my driver license and my social security cards to fix it. They fix it, then it gets changed again. This is preventing me from getting a place to live, as places can not check my credit.",qa_accounts,asccounts,qa,0
3297,"My credit is being harmed by a collection agency that is reporting a disputed debt. 

The issue stems from a 3-month series of billing errors that my current phone/internet/XXXX provider made when we switched our service to them last year ( XXXX 2014 ). Throughout the time that the billings were in error, XXXX advised me to not make the payment while they corrected the issue however they never actually got it fixed. When they finally combined my payments onto a single bill ( which is what they were supposed to have done from the beginning ), they sent me a separate bill for one portion of the service and refused to provide a breakdown of what the billing represented. As the total amount shown was equal to the amounts I had been billed during the 3 months that the bills were in error ( and did not include the "" bundle '' discounts I was supposed to get ), I advised CenturyLink that the bill was disputed until they could get it corrected - they appear to have responded by sending it to a collection agency. 

When I received their bill I notified the collection agency that the bill was disputed because the creditor refuses to provide a breakdown of charges ( which I know are wrong ). The collection agency subsequently sent me a copy of the erroneous billing, marked as a duplicate and showing an address in XXXX ( I am in XXXX ), which does not include any information other than the disputed amount. 

I contacted the collection agency and advised that the billing remains disputed because it 1 ) does not list what I am being charged for or 2 ) include the discounts that were the source of the initial dispute. Their agent stated that they considered the bill validated and were reporting it as a collection item. My credit monitoring service subsequently notified me that my score has dropped. 

I experienced a job loss several years ago and my credit suffered as a result. It has taken me a long time to rebuild and I am very upset that this collection agency is trying to erase all that hard work. 

I have submitted a complaint to the FCC as well, in the hope that they can get XXXX to correct their erroneous billing - please help me get the collection agency to stop harming me - my efforts to convince them that the billing is wrong ( and should not be paid ) have not been successful. 

Thank you,",qa_accounts,asccounts,qa,0
3298,Experian.com continued to bill credit card for 3 months after account was cancelled the second day after trial period and the account not accessed or used by the consumer at all during any of the time billed. Experian.com is utilizing deceptive practices to continue to bill consumers XXXX for its credit monitoring services and not cancelling the service upon request.,qa_accounts,asccounts,qa,0
